sgRNA	Gene	Diff	Lower	Upper
KRT8_-_53298402.23-P1	KRT8	1318	0	1
KRT8_-_53298430.23-P1	KRT8	1143	5	1394
KRT8_-_53343631.23-P2	KRT8	1890	2	2
KRTAP5-3_+_1629268.23-ENST00000399685.1	KRTAP5-3	4124	3	1504
KRTAP5-3_+_1629271.23-ENST00000399685.1	KRTAP5-3	1526	2	342
KRTAP5-3_-_1629695.23-ENST00000399685.1	KRTAP5-3	1341	2519	1
KSR1_+_25783466.23-P1P2	KSR1	1242	2303	2
KSR1_+_25783477.23-P1P2	KSR1	4444	2606	1257
KSR1_-_25783482.23-P1P2	KSR1	161	2970	2588
KSR1_-_25783511.23-P1P2	KSR1	6870	5603	1716
KSR1_-_25783532.23-P1P2	KSR1	2187	8510	5
KSR2_+_118406731.23-P1P2	KSR2	1954	0	2
KSR2_+_118406769.23-P1P2	KSR2	1981	2	1366
KYNU_+_143635278.23-P1P2	KYNU	982	2	0
KYNU_-_143635275.23-P1P2	KYNU	3649	2800	1977
KYNU_-_143635293.23-P1P2	KYNU	1160	1	0
L3MBTL1_+_42136344.23-P2	L3MBTL1	1012	2340	1214
L3MBTL1_+_42136365.23-P2	L3MBTL1	2517	4890	5351
L3MBTL1_+_42143141.23-P1	L3MBTL1	718	0	0
L3MBTL1_-_42136354.23-P2	L3MBTL1	8061	16594	844
L3MBTL1_-_42136364.23-P2	L3MBTL1	2285	3	1148
L3MBTL1_-_42136371.23-P2	L3MBTL1	2589	2534	3074
L3MBTL1_-_42143151.23-P1	L3MBTL1	2481	2	1682
L3MBTL1_-_42143161.23-P1	L3MBTL1	984	4873	5399
L3MBTL1_-_42143172.23-P1	L3MBTL1	1471	7895	4662
L3MBTL1_-_42143564.23-P1	L3MBTL1	952	5	3605
LALBA_-_48963761.23-ENST00000301046.2	LALBA	806	0	984
LALBA_-_48963787.23-ENST00000301046.2	LALBA	27	2	1306
LAMTOR3_+_100815555.23-P1P2	LAMTOR3	1225	5952	490
LAMTOR3_-_100815535.23-P1P2	LAMTOR3	2607	0	2
LAMTOR3_-_100815640.23-P1P2	LAMTOR3	1143	1	1118
LAP3_+_17579100.23-P1P2	LAP3	2742	0	0
LAP3_-_17579200.23-P1P2	LAP3	1193	0	0
LAP3_-_17579203.23-P1P2	LAP3	1501	0	2514
LARS2_+_45430090.23-P1P2	LARS2	364	8341	1291
LARS2_-_45430125.23-P1P2	LARS2	738	3650	2
LARS2_-_45430128.23-P1P2	LARS2	689	2	1
LARS_+_145562134.23-P1P2	LARS	469	0	0
LATS1_+_150039161.23-P1P2	LATS1	2497	13349	9
LATS1_+_150039222.23-P1P2	LATS1	2019	4113	3105
LATS1_-_150038990.23-P1P2	LATS1	2177	3138	1801
LATS2_+_21635251.23-P1P2	LATS2	2164	4617	1799
LATS2_-_21635178.23-P1P2	LATS2	3197	3978	1895
LATS2_-_21635258.23-P1P2	LATS2	4681	3939	2
LAT_+_28996465.23-P1P2	LAT	6403	6	2517
LCK_+_32716915.23-P1P2	LCK	1624	2	3843
LCK_-_32716887.23-P1P2	LCK	2075	2720	3204
LCK_-_32716924.23-P1P2	LCK	964	2789	1911
LCK_-_32717116.23-P1P2	LCK	2005	2	4360
LCMT1_+_25123226.23-P1P2	LCMT1	1149	1	1
LCMT1_+_25123445.23-P1P2	LCMT1	1632	1	2
LCMT1_+_25123449.23-P1P2	LCMT1	4597	2	4046
LCMT1_-_25123277.23-P1P2	LCMT1	2645	4156	2
LCMT2_+_43622733.23-P1P2	LCMT2	452	0	0
LCMT2_+_43622751.23-P1P2	LCMT2	2942	7493	1894
LCMT2_-_43622722.23-P1P2	LCMT2	2778	3	2
LCMT2_-_43622770.23-P1P2	LCMT2	6207	2657	1
LCN2_+_130911773.23-P1P2	LCN2	1389	2	1360
LCN2_+_130912149.23-P1P2	LCN2	3773	7	1224
LCN2_-_130911824.23-P1P2	LCN2	3302	2	366
LCN9_-_138555161.23-P1P2	LCN9	2403	0	2096
LCTL_+_66857933.23-P1P2	LCTL	1191	5328	2
LCTL_-_66858269.23-P1P2	LCTL	1274	0	1
LCT_-_136594275.23-P1P2	LCT	3831	2	1
LCT_-_136594360.23-P1P2	LCT	4151	3195	1
LDHAL6A_+_18477783.23-P1P2	LDHAL6A	823	0	1
LDHAL6A_+_18477799.23-P1P2	LDHAL6A	1114	2672	1312
LDHAL6A_-_18477532.23-P1P2	LDHAL6A	2679	8609	5343
LDHAL6A_-_18477819.23-P1P2	LDHAL6A	3050	5398	1870
LDHAL6B_+_59499201.23-P1P2	LDHAL6B	2756	4608	2
LDHAL6B_-_59499074.23-P1P2	LDHAL6B	4469	5082	8
LDHAL6B_-_59499089.23-P1P2	LDHAL6B	1308	5960	1508
LDHC_+_18434083.23-P1P2	LDHC	1225	3	2565
LDHC_-_18433878.23-P1P2	LDHC	1345	3	2053
LDHC_-_18433955.23-P1P2	LDHC	1082	3	1288
LDHC_-_18434413.23-P1P2	LDHC	2416	4	2106
LEPRE1_+_43232646.23-P1P2	LEPRE1	1657	0	0
LEPRE1_+_43232654.23-P1P2	LEPRE1	3089	2281	1578
LEPRE1_+_43232678.23-P1P2	LEPRE1	2307	1	0
LEPREL1_+_189838039.23-P1P2	LEPREL1	5004	2407	1695
LEPREL1_+_189838649.23-P1P2	LEPREL1	890	2	3081
LEPREL1_+_189838670.23-P1P2	LEPREL1	2676	5	1748
LEPREL1_-_189838687.23-P1P2	LEPREL1	1383	0	2
LEPREL2_+_6937569.23-P1P2	LEPREL2	1471	5	4436
LEPREL2_+_6937961.23-P1P2	LEPREL2	823	0	0
LEPREL2_+_6937964.23-P1P2	LEPREL2	3120	2	1361
LEPREL2_+_6938059.23-P1P2	LEPREL2	2165	4446	2
LEPREL2_-_6938000.23-P1P2	LEPREL2	1235	2	1588
LGALS2_+_37976013.23-P1P2	LGALS2	431	2	0
LGALS2_-_37975929.23-P1P2	LGALS2	5681	6	4
LGALS7_-_39263666.23-ENST00000378626.4	LGALS7	867	0	418
LGALS9_-_25958240.23-P1P2	LGALS9	827	1	2019
LGSN_+_64029422.23-P1P2	LGSN	4584	6	2
LHCGR_+_48982838.23-P1P2	LHCGR	1269	1	1
LHCGR_-_48982811.23-P1P2	LHCGR	5007	4723	3318
LHPP_+_126150437.23-P1P2	LHPP	2500	4482	4547
LHPP_+_126150786.23-P1P2	LHPP	1490	0	2
LHPP_-_126150444.23-P1P2	LHPP	692	1	1459
LHPP_-_126150451.23-P1P2	LHPP	3252	2851	2
LHPP_-_126150782.23-P1P2	LHPP	1335	1	1
LIMK1_+_73498172.23-P1	LIMK1	3601	1	1338
LIMK1_+_73507595.23-P2	LIMK1	2673	2	1319
LIMK1_-_73498189.23-P1	LIMK1	3066	1	1
LIMK1_-_73507588.23-P2	LIMK1	4472	3390	1408
LIMK2_-_31608608.23-P1P2	LIMK2	2329	2	3381
LIPA_+_91011062.23-P1P2	LIPA	3752	0	2
LIPA_+_91011512.23-P1P2	LIPA	1537	4607	4863
LIPA_+_91011586.23-P1P2	LIPA	2955	2	4469
LIPA_-_91011199.23-P1P2	LIPA	1047	5	3559
LIPA_-_91011546.23-P1P2	LIPA	1144	6062	1
LIPF_-_90424616.23-P1P2	LIPF	1367	1	1844
LIPJ_-_90346531.23-P1P2	LIPJ	2030	5063	2414
LIPJ_-_90346602.23-P1P2	LIPJ	1110	0	0
LIPT1_+_99771478.23-P1P2	LIPT1	773	8568	1531
LIPT1_+_99771539.23-P1P2	LIPT1	1207	3801	1579
LMAN1_+_57026445.23-P1P2	LMAN1	1557	0	0
LMAN1_-_57026050.23-P1P2	LMAN1	4005	0	1830
LMAN1_-_57026186.23-P1P2	LMAN1	1471	2986	1463
LMAN1_-_57026283.23-P1P2	LMAN1	1520	5	3212
LMTK2_+_97736187.23-P1P2	LMTK2	1409	2249	0
LMTK2_-_97736196.23-P1P2	LMTK2	804	642	2800
LMTK2_-_97736236.23-P1P2	LMTK2	2553	1	2735
LMTK3_+_49016507.23-P1P2	LMTK3	2386	6439	3138
LMTK3_+_49016817.23-P1P2	LMTK3	1566	2	5286
LMTK3_+_49016834.23-P1P2	LMTK3	2853	3	6221
LMTK3_-_49016875.23-P1P2	LMTK3	1524	5	1578
LPA_+_161084930.23-P1P2	LPA	1462	5016	3669
LPA_-_161084950.23-P1P2	LPA	5953	2	5220
LPL_+_19797226.23-P1P2	LPL	1523	1	2486
LPL_-_19796954.23-P1P2	LPL	1315	1	1421
LPPR2_+_11466136.23-P1P2	LPPR2	2564	2022	1883
LPPR2_+_11466298.23-P1P2	LPPR2	2524	2	4
LRAT_+_155665352.23-P1P2	LRAT	2359	3	1
LRAT_-_155665206.23-P1P2	LRAT	3849	5	1575
LRP1_+_57522332.23-P1P2	LRP1	1981	2	2042
LRP1_-_57522286.23-P1P2	LRP1	743	1	0
LRP1_-_57522313.23-P1P2	LRP1	1357	1	0
LRP1_-_57522328.23-P1P2	LRP1	2549	312	0
LRRK1_+_101459591.23-P1P2	LRRK1	2438	2	1578
LRRK1_+_101459594.23-P1P2	LRRK1	3405	4	1332
LRRK1_-_101459969.23-P1P2	LRRK1	3356	5	4195
LRRK1_-_101459997.23-P1P2	LRRK1	2005	3931	3
LRRK2_+_40618843.23-P1P2	LRRK2	3413	5	1
LRRK2_+_40618871.23-P1P2	LRRK2	4125	3	1
LRRK2_+_40619340.23-P1P2	LRRK2	1067	1	1
LSS_+_47648301.23-P1P2	LSS	1509	4859	5
LTA4H_-_96428948.23-P1P2	LTA4H	1086	2	3
LTA4H_-_96428968.23-P1P2	LTA4H	2306	1	1
LTA4H_-_96429091.23-P1P2	LTA4H	1469	2153	0
LTA_-_31540065.23-P1P2	LTA	1293	5241	1558
LTC4S_+_179221448.23-P1P2	LTC4S	1043	0	1062
LTC4S_-_179221023.23-P1P2	LTC4S	1679	0	3
LTC4S_-_179221076.23-P1P2	LTC4S	2385	4414	1705
LTC4S_-_179221093.23-P1P2	LTC4S	1163	3600	2
LTF_-_46506342.23-P1P2	LTF	1479	2805	2
LTK_+_41805774.23-P1P2	LTK	3532	3	3
LTK_+_41806006.23-P1P2	LTK	2956	3	1873
LTK_-_41806018.23-P1P2	LTK	1465	1	2471
LY96_+_74903948.23-P1P2	LY96	3284	3	0
LY96_+_74904029.23-P1P2	LY96	1362	0	1
LYN_+_56792447.23-P1P2	LYN	2343	4301	1832
LYN_+_56792814.23-P1P2	LYN	2473	2590	3
LYN_+_56792854.23-P1P2	LYN	1806	4692	1196
LYN_-_56792769.23-P1P2	LYN	902	2	4689
LYZ_-_69742245.23-P1P2	LYZ	1128	1	2068
LYZ_-_69742515.23-P1P2	LYZ	1581	3	1803
M6PR_+_9101865.23-P1P2	M6PR	1043	0	3
M6PR_+_9102204.23-P1P2	M6PR	3461	1	4
M6PR_-_9102165.23-P1P2	M6PR	4556	3	1564
MADD_+_47291222.23-P1P2	MADD	599	2988	3
MADD_+_47291677.23-P1P2	MADD	3524	1	2
MADD_+_47291704.23-P1P2	MADD	1743	4259	2
MAGI2_+_79082947.23-P1P2	MAGI2	1306	3	5245
MAGI2_-_79082928.23-P1P2	MAGI2	3595	4	7924
MAGI2_-_79082978.23-P1P2	MAGI2	2741	1	0
MAGI3_+_113933190.23-P1P2	MAGI3	1121	2	3898
MAGI3_+_113933544.23-P1P2	MAGI3	3762	4	13
MAGI3_+_113933548.23-P1P2	MAGI3	3703	7234	2809
MAGI3_-_113933189.23-P1P2	MAGI3	3145	5	3
MAK_+_10838700.23-P1P2	MAK	1525	0	1555
MAK_+_10838734.23-P1P2	MAK	1378	3	2855
MAK_-_10838377.23-P1P2	MAK	3701	2756	1509
MAN1A1_+_119670517.23-P1P2	MAN1A1	2074	0	1641
MAN1A1_-_119670721.23-P1P2	MAN1A1	2058	2	1722
MAN1A1_-_119670897.23-P1P2	MAN1A1	3146	3	3262
MAN1B1_+_139981719.23-P1P2	MAN1B1	7170	5	1969
MAN1B1_-_139981488.23-P1P2	MAN1B1	7414	1	928
MAN1B1_-_139981842.23-P1P2	MAN1B1	2183	3	1679
MAN1B1_-_139981868.23-P1P2	MAN1B1	3175	2742	2646
MAN1B1_-_139981992.23-P1P2	MAN1B1	2098	3	4202
MAN2A1_+_109025637.23-P1P2	MAN2A1	1337	1	2
MAN2A1_+_109025693.23-P1P2	MAN2A1	1536	5745	1613
MAN2A1_-_109025121.23-P1P2	MAN2A1	2820	4900	3
MAN2A1_-_109026039.23-P1P2	MAN2A1	2973	5	1795
MAOB_+_43741701.23-P1P2	MAOB	1298	1514	1443
MAOB_-_43741243.23-P1P2	MAOB	1640	2	1
MAP1A_+_43809808.23-P1P2	MAP1A	922	4	1705
MAP1A_+_43809833.23-P1P2	MAP1A	665	7039	8
MAP1A_-_43810238.23-P1P2	MAP1A	2684	4713	5524
MAP2K1_-_66679278.23-P1P2	MAP2K1	6893	4	4725
MAP2K1_-_66679290.23-P1P2	MAP2K1	3331	2190	1719
MAP2K1_-_66679293.23-P1P2	MAP2K1	1362	0	2765
MAP2K2_+_4123670.23-P1P2	MAP2K2	2103	1	0
MAP2K2_+_4123678.23-P1P2	MAP2K2	1480	6294	6633
MAP2K2_+_4124064.23-P1P2	MAP2K2	2023	1384	2742
MAP2K2_-_4124092.23-P1P2	MAP2K2	1856	2	1344
MAP2K3_+_21188070.23-P1P2	MAP2K3	1133	4	2946
MAP2K3_+_21188207.23-P1P2	MAP2K3	1533	2	0
MAP2K3_-_21188034.23-P1P2	MAP2K3	3466	2740	1
MAP2K4_+_11924171.23-P1P2	MAP2K4	768	2004	3
MAP2K4_+_11924555.23-P1P2	MAP2K4	1390	1	1
MAP2K4_+_11924585.23-P1P2	MAP2K4	564	0	0
MAP2K4_+_11924631.23-P1P2	MAP2K4	1237	1	1441
MAP2K4_-_11924225.23-P1P2	MAP2K4	765	2	0
MAP2K5_+_67835091.23-P1P2	MAP2K5	1395	2	1
MAP2K5_+_67835094.23-P1P2	MAP2K5	2314	3701	2802
MAP2K5_+_67835452.23-P1P2	MAP2K5	1493	1	2
MAP2K5_+_67835554.23-P1P2	MAP2K5	759	0	0
MAP2K6_+_67410873.23-P1P2	MAP2K6	1183	7483	3
MAP2K7_+_7969168.23-P1P2	MAP2K7	3183	864	1537
MAP2K7_+_7969219.23-P1P2	MAP2K7	3398	2	0
MAP3K10_+_40697325.23-P1P2	MAP3K10	3218	4038	4801
MAP3K10_+_40697392.23-P1P2	MAP3K10	5068	664	4178
MAP3K10_-_40697755.23-P1P2	MAP3K10	4894	2	3
MAP3K11_+_65381272.23-P1	MAP3K11	1370	3	1494
MAP3K11_+_65381663.23-P1	MAP3K11	1929	2	0
MAP3K11_+_65381712.23-P1	MAP3K11	1122	1	855
MAP3K11_+_65382758.23-P2	MAP3K11	1471	2477	2
MAP3K11_-_65381254.23-P1	MAP3K11	4066	2	2
MAP3K11_-_65382786.23-P2	MAP3K11	1349	1	1
MAP3K11_-_65382826.23-P2	MAP3K11	1211	0	0
MAP3K12_-_53893214.23-P1P2	MAP3K12	1501	1	1
MAP3K12_-_53893240.23-P1P2	MAP3K12	2727	11210	8
MAP3K12_-_53893243.23-P1P2	MAP3K12	1216	0	1
MAP3K13_+_185000798.23-P1	MAP3K13	1469	2	0
MAP3K13_+_185080978.23-P2	MAP3K13	4126	3	3860
MAP3K13_+_185081308.23-P2	MAP3K13	822	0	0
MAP3K13_-_185000815.23-P1	MAP3K13	1502	1	2000
MAP3K13_-_185000826.23-P1	MAP3K13	4793	8	6594
MAP3K13_-_185080952.23-P2	MAP3K13	1158	4934	1
MAP3K13_-_185081028.23-P2	MAP3K13	3427	4	4267
MAP3K14_+_43394273.23-P1P2	MAP3K14	532	0	0
MAP3K14_+_43394373.23-P1P2	MAP3K14	1110	5874	4
MAP3K14_+_43394416.23-P1P2	MAP3K14	2303	5	1
MAP3K14_-_43393956.23-P1P2	MAP3K14	2257	6	6053
MAP3K14_-_43393975.23-P1P2	MAP3K14	3151	6983	2
MAP3K15_+_19533217.23-P1P2	MAP3K15	1409	2	0
MAP3K15_-_19533551.23-P1P2	MAP3K15	3177	1291	2
MAP3K19_-_135804563.23-P1P2	MAP3K19	3274	2387	2096
MAP3K1_+_56111425.23-P1P2	MAP3K1	809	3	4338
MAP3K1_+_56111803.23-P1P2	MAP3K1	1359	3	1735
MAP3K1_-_56111403.23-P1P2	MAP3K1	678	1	0
MAP3K1_-_56111787.23-P1P2	MAP3K1	2481	2	1409
MAP3K1_-_56111820.23-P1P2	MAP3K1	2964	10	3298
MAP3K2_+_128145501.23-P1P2	MAP3K2	1307	1	1713
MAP3K2_+_128145529.23-P1P2	MAP3K2	2389	2692	0
MAP3K2_-_128145498.23-P1P2	MAP3K2	2190	15510	3438
MAP3K2_-_128145517.23-P1P2	MAP3K2	2369	0	1
MAP3K3_-_61699751.23-P1P2	MAP3K3	1153	1652	1514
MAP3K3_-_61699772.23-P1P2	MAP3K3	4200	3	2
MAP3K3_-_61699810.23-P1P2	MAP3K3	2258	2013	2
MAP3K3_-_61699829.23-P1P2	MAP3K3	1179	1	1
MAP3K3_-_61699843.23-P1P2	MAP3K3	435	1	1669
MAP3K4_+_161412813.23-P1P2	MAP3K4	1220	1	0
MAP3K4_+_161412953.23-P1P2	MAP3K4	1329	1	2
MAP3K4_-_161412851.23-P1P2	MAP3K4	3609	6519	1393
MAP3K5_+_137113501.23-P1P2	MAP3K5	2031	3935	4
MAP3K5_-_137113110.23-P1P2	MAP3K5	5929	7	4
MAP3K5_-_137113480.23-P1P2	MAP3K5	2270	5521	1575
MAP3K5_-_137113498.23-P1P2	MAP3K5	1287	1	0
MAP3K6_+_27693436.23-P1P2	MAP3K6	2441	3406	4101
MAP3K6_-_27693370.23-P1P2	MAP3K6	1488	3	3
MAP3K7_+_91296756.23-P1P2	MAP3K7	734	1810	2312
MAP3K7_-_91296731.23-P1P2	MAP3K7	1585	11438	6294
MAP3K7_-_91296743.23-P1P2	MAP3K7	3051	1	852
MAP3K8_+_30723123.23-P1P2	MAP3K8	2944	7	8620
MAP3K8_+_30723548.23-P1P2	MAP3K8	2107	2	3213
MAP3K8_-_30723515.23-P1P2	MAP3K8	1335	0	1
MAP3K9_+_71276168.23-P1P2	MAP3K9	1820	7001	6111
MAP3K9_+_71276221.23-P1P2	MAP3K9	800	4894	1071
MAP3K9_-_71275881.23-P1P2	MAP3K9	2196	0	2
MAP3K9_-_71275994.23-P1P2	MAP3K9	1290	4300	972
MAP4K1_+_39108603.23-P1P2	MAP4K1	1649	2	1
MAP4K1_-_39108543.23-P1P2	MAP4K1	3016	4554	2001
MAP4K2_+_64570318.23-P1P2	MAP4K2	1627	1	1
MAP4K2_-_64570024.23-P1P2	MAP4K2	705	1	0
MAP4K2_-_64570252.23-P1P2	MAP4K2	921	0	3337
MAP4K2_-_64570267.23-P1P2	MAP4K2	2450	12331	6
MAP4K3_+_39664019.23-P1P2	MAP4K3	1451	0	1
MAP4K3_-_39664372.23-P1P2	MAP4K3	2921	2	1
MAP4K3_-_39664377.23-P1P2	MAP4K3	842	1	1
MAP4K4_+_102314209.23-P1P2	MAP4K4	6090	6	2971
MAP4K5_+_50999160.23-P1P2	MAP4K5	1353	5787	1
MAP4K5_+_50999233.23-P1P2	MAP4K5	2749	5020	1488
MAP4K5_-_50998897.23-P1P2	MAP4K5	3197	1	2027
MAPK10_+_87280698.23-P1P2	MAPK10	2852	1	1
MAPK10_+_87280805.23-P1P2	MAPK10	1450	0	2
MAPK10_+_87280809.23-P1P2	MAPK10	2083	1	1871
MAPK10_+_87281193.23-P1P2	MAPK10	567	0	1
MAPK11_+_50708400.23-P1P2	MAPK11	2676	1	0
MAPK11_-_50708384.23-P1P2	MAPK11	2291	0	1147
MAPK11_-_50708414.23-P1P2	MAPK11	4988	2731	2
MAPK11_-_50708798.23-P1P2	MAPK11	1572	1	4053
MAPK12_+_50699710.23-P1P2	MAPK12	5380	2	2568
MAPK12_-_50699638.23-P1P2	MAPK12	2046	1555	2850
MAPK12_-_50699664.23-P1P2	MAPK12	1701	3	3385
MAPK12_-_50700104.23-P1P2	MAPK12	1327	4549	3205
MAPK13_+_36095562.23-P2	MAPK13	325	1	1699
MAPK13_+_36098337.23-P1	MAPK13	5023	5148	5618
MAPK13_+_36098340.23-P1	MAPK13	4143	5	3
MAPK13_+_36098354.23-P1	MAPK13	1521	1	0
MAPK13_-_36095589.23-P2	MAPK13	1587	2	2
MAPK13_-_36095915.23-P2	MAPK13	1809	2	3490
MAPK14_+_35995582.23-P1P2	MAPK14	1363	2	0
MAPK14_+_35995634.23-P1P2	MAPK14	350	5205	2116
MAPK14_+_35995994.23-P1P2	MAPK14	1129	0	1
MAPK14_-_35995588.23-P1P2	MAPK14	3048	5	5579
MAPK15_+_144798554.23-P1P2	MAPK15	1385	0	1
MAPK15_-_144798562.23-P1P2	MAPK15	1312	0	1600
MAPK15_-_144798966.23-P1P2	MAPK15	1176	2	1564
MAPK1_+_22221893.23-P1P2	MAPK1	5731	8601	1486
MAPK1_+_22221900.23-P1P2	MAPK1	1323	5	1
MAPK1_-_22221517.23-P1P2	MAPK1	1583	3	2354
MAPK1_-_22221879.23-P1P2	MAPK1	4410	1	587
MAPK3_+_30134158.23-P1P2	MAPK3	3487	2	1
MAPK3_+_30134473.23-P1P2	MAPK3	1532	2	3155
MAPK3_-_30134173.23-P1P2	MAPK3	3720	3	1538
MAPK4_+_48086657.23-P1P2	MAPK4	2661	509	1547
MAPK4_+_48086820.23-P1P2	MAPK4	1979	2	743
MAPK4_+_48086890.23-P1P2	MAPK4	3892	5331	4817
MAPK4_-_48086502.23-P1P2	MAPK4	2043	5215	1767
MAPK6_+_52312067.23-P1P2	MAPK6	1879	1	986
MAPK6_-_52311453.23-P1P2	MAPK6	598	4	1304
MAPK7_+_19281101.23-P1P2	MAPK7	1191	0	0
MAPK7_+_19282166.23-P1P2	MAPK7	1554	1	1
MAPK7_-_19281081.23-P1P2	MAPK7	5186	3	3850
MAPK7_-_19281094.23-P1P2	MAPK7	2255	1	0
MAPK7_-_19281159.23-P1P2	MAPK7	2242	3	1
MAPK8IP1_+_45907239.23-P2	MAPK8IP1	2259	3	1
MAPK8IP1_+_45921668.23-P1	MAPK8IP1	2240	5	0
MAPK8IP1_+_45922088.23-P1	MAPK8IP1	5603	7	2957
MAPK8IP1_-_45907276.23-P2	MAPK8IP1	1473	3348	3393
MAPK8IP1_-_45907653.23-P2	MAPK8IP1	5098	5283	1571
MAPK8IP1_-_45921715.23-P1	MAPK8IP1	1100	4	2580
MAPK8IP1_-_45922057.23-P1	MAPK8IP1	1493	3	2802
MAPK8IP1_-_45922095.23-P1	MAPK8IP1	2721	3	1805
MAPK8IP2_+_51039278.23-P1P2	MAPK8IP2	1420	1	4997
MAPK8IP2_-_51039250.23-P1P2	MAPK8IP2	1487	2	2857
MAPK8IP2_-_51039587.23-P1P2	MAPK8IP2	3076	5509	5
MAPK8IP3_-_1756208.23-P1P2	MAPK8IP3	1469	4295	4
MAPK8IP3_-_1756242.23-P1P2	MAPK8IP3	2760	12344	3520
MAPK8IP3_-_1756275.23-P1P2	MAPK8IP3	3751	2721	1
MAPK8IP3_-_1756404.23-P1P2	MAPK8IP3	1265	2601	1095
MAPK8_+_49515119.23-P1P2	MAPK8	642	3	2762
MAPK8_+_49515127.23-P1P2	MAPK8	2269	0	1473
MAPK8_-_49514766.23-P1P2	MAPK8	1000	4646	1738
MAPK8_-_49514791.23-P1P2	MAPK8	5204	7404	3208
MAPK9_+_179718994.23-P1P2	MAPK9	5339	6	915
MAPK9_+_179719045.23-P1P2	MAPK9	709	4	6639
MAPK9_-_179718613.23-P1P2	MAPK9	2284	3	1712
MAPK9_-_179719011.23-P1P2	MAPK9	3791	4	0
MAPKAP1_+_128412327.23-P2	MAPKAP1	1277	2	0
MAPKAP1_+_128412632.23-P2	MAPKAP1	1106	3266	553
MAPKAP1_+_128412686.23-P2	MAPKAP1	1666	5362	4
MAPKAP1_+_128469415.23-P1	MAPKAP1	647	0	0
MAPKAP1_+_128469461.23-P1	MAPKAP1	428	5207	0
MAPKAP1_+_128469476.23-P1	MAPKAP1	196	0	239
MAPKAP1_-_128469133.23-P1	MAPKAP1	1300	1	2929
MAPKAPK2_+_206858711.23-P1P2	MAPKAPK2	1336	4	2332
MAPKAPK2_-_206858257.23-P1P2	MAPKAPK2	2070	3642	1227
MAPKAPK2_-_206858409.23-P1P2	MAPKAPK2	874	4396	2679
MAPKAPK2_-_206858800.23-P1P2	MAPKAPK2	973	3	0
MAPKAPK3_+_50654634.23-P1P2	MAPKAPK3	3032	3310	3
MAPKAPK3_+_50654641.23-P1P2	MAPKAPK3	2402	4712	1822
MAPKAPK3_+_50654647.23-P1P2	MAPKAPK3	5709	1	3076
MAPKAPK5_+_112280458.23-P1P2	MAPKAPK5	3014	2	1121
MAPKAPK5_-_112280047.23-P1P2	MAPKAPK5	4074	3728	1437
MAPKAPK5_-_112280058.23-P1P2	MAPKAPK5	426	2	3878
MAPKAPK5_-_112280061.23-P1P2	MAPKAPK5	935	4786	2
MAPKBP1_+_42066764.23-P1P2	MAPKBP1	2313	7328	1
MAPKBP1_-_42066728.23-P1P2	MAPKBP1	1551	3016	3047
MAPKBP1_-_42066929.23-P1P2	MAPKBP1	943	0	0
MARCKS_+_114178579.23-P1P2	MARCKS	1355	4796	3
MARCKS_+_114178796.23-P1P2	MARCKS	1471	2	4001
MARK1_+_220701807.23-P1P2	MARK1	1787	1	855
MARK1_+_220701920.23-P1P2	MARK1	1400	0	0
MARK1_+_220701924.23-P1P2	MARK1	1557	0	0
MARK1_+_220702229.23-P1P2	MARK1	1719	3574	4
MARK1_-_220701952.23-P1P2	MARK1	858	3	524
MARK2_+_63606628.23-P1	MARK2	4463	7182	2005
MARK2_+_63656051.23-P2	MARK2	1723	3038	1618
MARK2_+_63656113.23-P2	MARK2	2439	5034	1798
MARK2_+_63656366.23-P2	MARK2	2661	2	4
MARK2_-_63606604.23-P1	MARK2	4617	3	4370
MARK2_-_63606618.23-P1	MARK2	1239	0	1
MARK2_-_63607026.23-P1	MARK2	3204	3	1956
MARK2_-_63607048.23-P1	MARK2	3294	3	1
MARK3_+_103851946.23-P1	MARK3	1181	2	1344
MARK3_+_103871446.23-P2	MARK3	1856	3408	5571
MARK3_+_103871494.23-P2	MARK3	2026	2	1
MARK3_-_103851740.23-P1	MARK3	2703	1	2
MARK3_-_103851762.23-P1	MARK3	473	5564	4319
MARK3_-_103851778.23-P1	MARK3	4392	6	1459
MARK3_-_103851786.23-P1	MARK3	1452	3	1781
MARK4_+_45754564.23-P1P2	MARK4	5318	7829	5398
MARK4_+_45754924.23-P1P2	MARK4	1351	2	1
MARK4_+_45754957.23-P1P2	MARK4	2059	1	2
MARK4_+_45754981.23-P1P2	MARK4	2183	2	3038
MARK4_+_45755019.23-P1P2	MARK4	1494	4874	2100
MASP2_+_11107250.23-P1P2	MASP2	1681	0	1684
MASP2_+_11107258.23-P1P2	MASP2	1818	4	0
MASP2_+_11107300.23-P1P2	MASP2	1191	3350	3
MAST1_+_12944770.23-P2	MAST1	766	6	9207
MAST1_+_12944779.23-P2	MAST1	3020	2766	519
MAST1_+_12945172.23-P2	MAST1	1252	0	3610
MAST1_+_12945186.23-P2	MAST1	3810	919	680
MAST1_+_12949376.23-P1	MAST1	1738	3221	1569
MAST1_+_12949519.23-P1	MAST1	4143	2	1599
MAST1_+_12949693.23-P1	MAST1	3730	4767	3096
MAST1_+_12949712.23-P1	MAST1	2848	3	11
MAST2_+_46269318.23-P1P2	MAST2	3067	7869	4519
MAST2_-_46269291.23-P1P2	MAST2	3542	2571	1633
MAST2_-_46269333.23-P1P2	MAST2	2524	0	1
MAST2_-_46269336.23-P1P2	MAST2	3298	2154	6
