sgRNA	Gene	Diff	Lower	Upper
SFTPA1_+_81371021.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	SFTPA1	2530	0	1
SFTPA1_+_81371024.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	SFTPA1	1020	4	1616
SFTPA1_-_81370974.23-ENST00000372308.3,ENST00000398636.3,ENST00000428376.2	SFTPA1	4206	7	2833
SFTPD_+_81708840.23-P1P2	SFTPD	3755	2	0
SFTPD_+_81708863.23-P1P2	SFTPD	1395	3	1695
SFTPD_-_81708648.23-P1P2	SFTPD	1357	5731	3
SGK1_+_134495938.23-P1	SGK1	1432	4519	4
SGK1_+_134498914.23-P2	SGK1	1506	3	1619
SGK1_-_134495988.23-P1	SGK1	1328	3	1884
SGK1_-_134495993.23-P1	SGK1	3568	4	2739
SGK223_+_8243645.23-P1P2	SGK223	3608	10	4969
SGK223_+_8243878.23-P1P2	SGK223	1395	2156	2
SGK223_+_8243881.23-P1P2	SGK223	1326	4	2148
SGK223_+_8243886.23-P1P2	SGK223	2864	4	1243
SGK2_+_42187765.23-P1P2	SGK2	2596	1280	1758
SGK2_-_42187758.23-P1P2	SGK2	2849	1919	2
SGK3_+_67687519.23-ENST00000396596.1,ENST00000522398.1	SGK3	4200	3	4506
SGK3_+_67706009.23-ENST00000345714.4	SGK3	2602	2	3055
SGK3_-_67624700.23-ENST00000521198.2	SGK3	1803	6691	6
SGK3_-_67625072.23-ENST00000521198.2	SGK3	693	0	0
SGK3_-_67625115.23-ENST00000521198.2	SGK3	922	2548	2924
SGK3_-_67687499.23-ENST00000396596.1,ENST00000522398.1	SGK3	2733	9203	9
SGK3_-_67687513.23-ENST00000396596.1,ENST00000522398.1	SGK3	1228	1	1512
SGK3_-_67705911.23-ENST00000345714.4	SGK3	1661	1	2
SGK3_-_67706001.23-ENST00000345714.4	SGK3	1534	585	1
SGK3_-_67706236.23-ENST00000345714.4	SGK3	1442	1	0
SGK494_+_26941121.23-P1P2	SGK494	1932	2	752
SGK494_+_26941152.23-P1P2	SGK494	4156	5175	4
SGPL1_+_72575692.23-P1P2	SGPL1	344	1	2067
SGPL1_+_72576116.23-P1P2	SGPL1	3339	1	3
SGPL1_+_72576137.23-P1P2	SGPL1	3598	2786	2020
SGPL1_-_72575755.23-P1P2	SGPL1	827	5314	3222
SGPP1_+_64194764.23-P1P2	SGPP1	4367	9	3583
SGPP1_+_64194774.23-P1P2	SGPP1	912	3491	793
SGPP1_-_64194767.23-P1P2	SGPP1	2257	2	1863
SH3KBP1_+_19905629.23-P1P2	SH3KBP1	3383	4	4068
SH3KBP1_+_19905685.23-P1P2	SH3KBP1	875	0	1
SH3KBP1_-_19905255.23-P1P2	SH3KBP1	1341	7156	3
SH3KBP1_-_19905277.23-P1P2	SH3KBP1	1345	1	0
SHARPIN_+_145158677.23-P1P2	SHARPIN	4372	5326	3298
SHARPIN_-_145158289.23-P1P2	SHARPIN	2653	0	1
SHARPIN_-_145158579.23-P1P2	SHARPIN	1230	6	1
SHARPIN_-_145158606.23-P1P2	SHARPIN	1099	0	2302
SHARPIN_-_145158621.23-P1P2	SHARPIN	1414	974	1
SHMT1_+_18266268.23-P1P2	SHMT1	799	3871	1619
SHMT1_+_18266463.23-P1P2	SHMT1	1094	0	2
SHMT1_+_18266657.23-P1P2	SHMT1	1428	2914	3039
SHMT1_-_18266401.23-P1P2	SHMT1	2665	0	2
SHMT1_-_18266618.23-P1P2	SHMT1	2788	1	1428
SHMT2_+_57623923.23-P1P2	SHMT2	893	5	1362
SHMT2_-_57623529.23-P1P2	SHMT2	3392	3368	1
SHPK_+_3539475.23-P1P2	SHPK	4588	6	1653
SHPK_+_3539487.23-P1P2	SHPK	1198	1	3352
SHPK_+_3539553.23-P1P2	SHPK	1894	0	1612
SIGLEC1_+_3687427.23-P1P2	SIGLEC1	385	0	0
SIGLEC1_+_3687496.23-P1P2	SIGLEC1	1150	1	429
SIGLEC1_-_3687813.23-P1P2	SIGLEC1	1114	5178	1568
SIGLEC7_+_51645723.23-P1P2	SIGLEC7	991	2	0
SIGLEC7_-_51645741.23-P1P2	SIGLEC7	2646	0	3
SIGLEC7_-_51645847.23-P1P2	SIGLEC7	1455	1	0
SIGLEC7_-_51645851.23-P1P2	SIGLEC7	1743	2	1834
SIGMAR1_+_34637367.23-P1P2	SIGMAR1	3808	8	3518
SIGMAR1_+_34637739.23-P1P2	SIGMAR1	3909	6	1071
SIGMAR1_+_34637779.23-P1P2	SIGMAR1	868	1	0
SIGMAR1_-_34637345.23-P1P2	SIGMAR1	2607	9287	1661
SIK1_+_44846560.23-P1P2	SIK1	3761	5904	1745
SIK1_+_44846934.23-P1P2	SIK1	4023	1	2
SIK1_+_44847002.23-P1P2	SIK1	567	4	1778
SIK1_-_44846966.23-P1P2	SIK1	1131	1	0
SIK2_-_111473372.23-P1P2	SIK2	2270	6595	3398
SIK3_+_116968913.23-P1P2	SIK3	1694	1	1
SIK3_-_116968953.23-P1P2	SIK3	4460	5	4
SIRPA_+_1875667.23-P1P2	SIRPA	1036	2	1771
SIRPA_+_1876008.23-P1P2	SIRPA	2723	6	5602
SIRPA_+_1876041.23-P1P2	SIRPA	4387	2	1863
SIRPA_+_1876462.23-P1P2	SIRPA	1986	2	1950
SIRPD_+_1538325.23-P1P2	SIRPD	1088	1	0
SIRPD_+_1538338.23-P1P2	SIRPD	3063	2980	3818
SIRT3_-_235976.23-P1P2	SIRT3	4063	4267	2
SIRT3_-_236305.23-P1P2	SIRT3	2771	5252	1990
SIRT3_-_236847.23-P1P2	SIRT3	1332	3	1
SI_+_164796255.23-P1P2	SI	3991	4	1
SI_-_164796264.23-P1P2	SI	1863	0	0
SI_-_164796270.23-P1P2	SI	3907	3	1
SI_-_164796291.23-P1P2	SI	1569	3	1
SKP1_+_133512521.23-P1P2	SKP1	560	3	7575
SKP1_-_133512593.23-P1P2	SKP1	4382	6	3311
SKP2_+_36152259.23-P1P2	SKP2	2205	2335	2039
SKP2_-_36152222.23-P1P2	SKP2	2654	6385	2700
SKP2_-_36152306.23-P1P2	SKP2	1074	5367	1
SKP2_-_36152309.23-P1P2	SKP2	2255	5	2424
SLC12A1_+_48483912.23-P2	SLC12A1	3333	4	4
SLC12A1_+_48483918.23-P2	SLC12A1	37	0	0
SLC12A1_+_48484258.23-P2	SLC12A1	5824	7986	759
SLC12A1_+_48498465.23-P1	SLC12A1	2368	2	3815
SLC12A1_-_48483917.23-P2	SLC12A1	615	3244	1999
SLC12A1_-_48498516.23-P1	SLC12A1	1431	5962	1
SLC12A1_-_48498605.23-P1	SLC12A1	1244	1	3
SLC12A2_+_127419487.23-P1P2	SLC12A2	3544	7471	1371
SLC12A2_+_127419680.23-P1P2	SLC12A2	724	2024	1228
SLC12A2_+_127419772.23-P1P2	SLC12A2	2751	4974	1973
SLC12A2_-_127419157.23-P1P2	SLC12A2	2748	18695	1143
SLC12A2_-_127419495.23-P1P2	SLC12A2	1137	3	3586
SLC12A3_+_56899159.23-P1P2	SLC12A3	5372	4310	4880
SLC12A3_+_56899174.23-P1P2	SLC12A3	3246	3131	0
SLC12A3_+_56899184.23-P1P2	SLC12A3	2594	2452	3892
SLC12A3_+_56899521.23-P1P2	SLC12A3	3315	3	1412
SLC12A4_+_68000197.23-P2	SLC12A4	4704	2	1786
SLC12A4_+_68000214.23-P2	SLC12A4	3970	6	1740
SLC12A4_-_68000659.23-P2	SLC12A4	1615	1	2055
SLC12A4_-_68002110.23-P1	SLC12A4	1270	0	1
SLC12A4_-_68002434.23-P1	SLC12A4	786	1	2437
SLC12A5_+_44650352.23-P1	SLC12A5	23	4911	444
SLC12A5_+_44650365.23-P1	SLC12A5	295	2	0
SLC12A5_+_44657866.23-P2	SLC12A5	2275	3	3
SLC12A5_+_44658268.23-P2	SLC12A5	3318	6	1836
SLC12A5_-_44650525.23-P1	SLC12A5	1689	7	3928
SLC12A5_-_44657932.23-P2	SLC12A5	2653	1	1800
SLC12A6_+_34610922.23-P1	SLC12A6	2833	1	2038
SLC12A6_+_34610943.23-P1	SLC12A6	1360	0	0
SLC12A6_+_34629770.23-P2	SLC12A6	1640	3	3479
SLC12A6_+_34630144.23-P2	SLC12A6	1495	0	2
SLC12A6_-_34610999.23-P1	SLC12A6	256	0	1
SLC12A6_-_34629888.23-P2	SLC12A6	1248	1	2
SLC12A7_+_1111766.23-P1P2	SLC12A7	1074	4	3145
SLC12A7_-_1112081.23-P1P2	SLC12A7	3984	7	4
SLC13A1_-_122839554.23-P1P2	SLC13A1	3174	2	1701
SLC13A1_-_122839927.23-P1P2	SLC13A1	4633	643	1152
SLC13A2_+_26801133.23-P1P2	SLC13A2	1155	2114	6457
SLC13A2_+_26801153.23-P1P2	SLC13A2	558	5	1751
SLC13A3_+_45280053.23-P1P2	SLC13A3	2662	5	5853
SLC13A3_+_45280056.23-P1P2	SLC13A3	2063	1	1585
SLC13A3_-_45279824.23-P1P2	SLC13A3	2991	3	3054
SLC13A3_-_45279975.23-P1P2	SLC13A3	1683	2	1831
SLC13A3_-_45280083.23-P1P2	SLC13A3	914	2828	5
SLC16A1_+_113478527.23-P2	SLC16A1	1091	1	0
SLC16A1_+_113498757.23-P1	SLC16A1	2665	2	1
SLC16A1_+_113498778.23-P1	SLC16A1	4159	7900	3
SLC16A1_-_113478273.23-P2	SLC16A1	1835	1	0
SLC16A1_-_113498857.23-P1	SLC16A1	1460	3374	2
SLC16A2_+_73641544.23-P1P2	SLC16A2	884	6693	4
SLC16A2_+_73641712.23-P1P2	SLC16A2	1153	4241	3297
SLC16A2_+_73641791.23-P1P2	SLC16A2	1320	7	1908
SLC16A2_-_73641731.23-P1P2	SLC16A2	1880	3	1072
SLC16A3_+_80187376.23-P1P2	SLC16A3	1420	0	0
SLC16A3_-_80186288.23-P1P2	SLC16A3	3854	4	3461
SLC16A3_-_80186928.23-P1P2	SLC16A3	1678	0	0
SLC16A3_-_80187314.23-P1P2	SLC16A3	4507	7	2904
SLC16A4_+_110933229.23-P1P2	SLC16A4	1326	1694	0
SLC16A4_-_110933396.23-P1P2	SLC16A4	1571	0	0
SLC16A4_-_110933639.23-P1P2	SLC16A4	2868	3	1
SLC16A5_-_73084461.23-P1P2	SLC16A5	4179	2	1962
SLC16A5_-_73084495.23-P1P2	SLC16A5	1188	4761	3367
SLC16A6_+_66286815.23-P1P2	SLC16A6	5522	2339	4
SLC16A6_+_66287263.23-P1P2	SLC16A6	1184	3	1806
SLC16A6_+_66287286.23-P1P2	SLC16A6	919	0	0
SLC16A7_-_59989906.23-P1P2	SLC16A7	1386	4717	2725
SLC16A7_-_59990406.23-P1P2	SLC16A7	4001	4	3680
SLC16A8_+_38479814.23-P1P2	SLC16A8	3831	1	3
SLC16A8_-_38478943.23-P1P2	SLC16A8	1537	0	2
SLC18A1_+_20040572.23-P1P2	SLC18A1	1723	1	2
SLC18A1_+_20040580.23-P1P2	SLC18A1	2655	1	0
SLC18A1_-_20040614.23-P1P2	SLC18A1	3103	1799	3857
SLC18A2_+_119000666.23-P1P2	SLC18A2	5045	3	0
SLC18A2_+_119001112.23-P1P2	SLC18A2	1579	0	5
SLC18A2_-_119000662.23-P1P2	SLC18A2	1187	3196	1797
SLC18A2_-_119000674.23-P1P2	SLC18A2	4085	2903	2351
SLC18A2_-_119000707.23-P1P2	SLC18A2	1212	1	1
SLC19A2_+_169455154.23-P1P2	SLC19A2	2263	4	2044
SLC19A2_+_169455167.23-P1P2	SLC19A2	1624	2	5025
SLC19A2_+_169455177.23-P1P2	SLC19A2	4437	1477	6
SLC19A3_+_228582681.23-P1P2	SLC19A3	585	1	3
SLC19A3_+_228582697.23-P1P2	SLC19A3	2326	4921	1191
SLC19A3_-_228582383.23-P1P2	SLC19A3	1398	1	1644
SLC19A3_-_228582749.23-P1P2	SLC19A3	2179	0	0
SLC1A1_+_4490877.23-P1P2	SLC1A1	1411	3	1887
SLC1A1_-_4490518.23-P1P2	SLC1A1	5588	4215	5110
SLC1A1_-_4490847.23-P1P2	SLC1A1	1326	1	1
SLC1A2_+_35440634.23-P1P2	SLC1A2	1647	0	0
SLC1A2_+_35440646.23-P1P2	SLC1A2	2675	4	4
SLC1A2_-_35440725.23-P1P2	SLC1A2	4744	5	3
SLC1A3_+_36606734.23-P1	SLC1A3	2121	4488	6594
SLC1A3_+_36608766.23-P2	SLC1A3	2195	0	1
SLC1A3_-_36608368.23-P2	SLC1A3	1586	1	1813
SLC1A4_+_65215738.23-P1P2	SLC1A4	1303	1	1
SLC1A4_+_65216520.23-P1P2	SLC1A4	3052	5698	1884
SLC1A4_+_65216740.23-P1P2	SLC1A4	3700	2557	4
SLC1A4_+_65216746.23-P1P2	SLC1A4	1687	0	0
SLC1A4_-_65216546.23-P1P2	SLC1A4	1395	2	1920
SLC1A5_+_47288025.23-P2	SLC1A5	6554	2888	4
SLC1A5_+_47291829.23-P1	SLC1A5	1183	5761	1670
SLC1A5_-_47287974.23-P2	SLC1A5	4540	2781	1827
SLC1A5_-_47288007.23-P2	SLC1A5	1526	0	2
SLC1A5_-_47291608.23-P1	SLC1A5	595	1	769
SLC1A5_-_47291784.23-P1	SLC1A5	902	3688	1576
SLC1A5_-_47291808.23-P1	SLC1A5	1456	1	1
SLC1A6_-_15090161.23-P1P2	SLC1A6	1598	1110	1152
SLC1A6_-_15090481.23-P1P2	SLC1A6	763	0	0
SLC1A6_-_15090509.23-P1P2	SLC1A6	1030	4925	1562
SLC1A6_-_15090514.23-P1P2	SLC1A6	1174	3	1
SLC1A7_+_53607936.23-P1P2	SLC1A7	858	127	4
SLC1A7_+_53608281.23-P1P2	SLC1A7	2200	6056	1829
SLC1A7_-_53608263.23-P1P2	SLC1A7	11203	4	1807
SLC1A7_-_53608290.23-P1P2	SLC1A7	1125	1	714
SLC22A11_+_64323147.23-P1P2	SLC22A11	318	3	0
SLC22A11_+_64323847.23-P1P2	SLC22A11	4816	1	2907
SLC22A11_-_64323801.23-P1P2	SLC22A11	3142	1	799
SLC22A4_+_131630151.23-P1P2	SLC22A4	1404	3214	1630
SLC22A4_+_131630452.23-P1P2	SLC22A4	4910	2	1284
SLC22A4_-_131630297.23-P1P2	SLC22A4	1681	1524	1
SLC22A5_+_131705460.23-P1P2	SLC22A5	2137	3	3716
SLC22A5_+_131705464.23-P1P2	SLC22A5	2473	0	1926
SLC22A5_+_131705776.23-P1P2	SLC22A5	1467	1	64
SLC22A5_-_131705498.23-P1P2	SLC22A5	1554	3153	1427
SLC22A6_+_62751976.23-P1P2	SLC22A6	1784	6	2
SLC22A6_+_62752206.23-P1P2	SLC22A6	1372	3121	2
SLC22A6_+_62752351.23-P1P2	SLC22A6	1526	1207	1757
SLC22A6_-_62751928.23-P1P2	SLC22A6	730	3033	1917
SLC22A6_-_62752460.23-P1P2	SLC22A6	3199	2	0
SLC22A8_+_62783251.23-P1P2	SLC22A8	1358	6	3180
SLC22A8_-_62783227.23-P1P2	SLC22A8	3633	2928	797
SLC23A1_+_138718916.23-P1P2	SLC23A1	1430	5650	2
SLC25A10_+_79670445.23-P1P2	SLC25A10	2182	1	894
SLC25A10_-_79670475.23-P1P2	SLC25A10	1226	0	174
SLC25A10_-_79670886.23-P1P2	SLC25A10	807	2004	1766
SLC25A12_+_172750711.23-P1P2	SLC25A12	3262	3	5316
SLC25A12_+_172750720.23-P1P2	SLC25A12	1691	4347	5012
SLC25A12_+_172750738.23-P1P2	SLC25A12	1447	2	4
SLC25A13_+_95950956.23-P1P2	SLC25A13	5337	1	1
SLC25A13_-_95951309.23-P1P2	SLC25A13	3176	2	3
SLC25A13_-_95951335.23-P1P2	SLC25A13	3237	4	0
SLC25A13_-_95951352.23-P1P2	SLC25A13	4546	6114	2726
SLC25A15_+_41363705.23-P1P2	SLC25A15	3088	4	3323
SLC25A15_-_41363758.23-P1P2	SLC25A15	2303	3163	3
SLC25A15_-_41363761.23-P1P2	SLC25A15	688	1	0
SLC25A15_-_41364180.23-P1P2	SLC25A15	3431	1938	2789
SLC25A18_+_18043431.23-P1P2	SLC25A18	3464	3	1667
SLC25A22_+_797857.23-P1P2	SLC25A22	1422	2	1199
SLC25A22_+_797860.23-P1P2	SLC25A22	1429	1922	2
SLC25A22_+_798051.23-P1P2	SLC25A22	2573	3187	2637
SLC25A22_-_798194.23-P1P2	SLC25A22	2001	7777	1087
SLC25A22_-_798278.23-P1P2	SLC25A22	3952	1484	4511
SLC25A29_+_100772379.23-P1P2	SLC25A29	2743	2370	2017
SLC25A29_-_100772412.23-P1P2	SLC25A29	1759	2	1962
SLC25A29_-_100772719.23-P1P2	SLC25A29	3363	11265	2261
SLC25A29_-_100772767.23-P1P2	SLC25A29	1434	1	0
SLC25A2_+_140683351.23-P1P2	SLC25A2	3096	0	1
SLC25A2_+_140683600.23-P1P2	SLC25A2	3079	3471	1066
SLC25A4_+_186064885.23-P1P2	SLC25A4	851	2	1543
SLC25A4_-_186064440.23-P1P2	SLC25A4	2918	9630	3134
SLC25A4_-_186064476.23-P1P2	SLC25A4	4551	2	3
SLC25A4_-_186064492.23-P1P2	SLC25A4	4122	10462	4868
SLC25A5_-_118602796.23-P1P2	SLC25A5	682	1	1
SLC25A5_-_118602803.23-P1P2	SLC25A5	3321	2203	4
SLC25A6_+_1508096.23-P2	SLC25A6	869	6	5621
SLC25A6_+_1508123.23-P2	SLC25A6	2362	2391	1
SLC25A6_+_1510986.23-P1	SLC25A6	548	1185	1
SLC25A6_-_1508504.23-P2	SLC25A6	1479	4	1989
SLC25A6_-_1510946.23-P1	SLC25A6	2168	7383	1626
SLC25A6_-_1510951.23-P1	SLC25A6	2520	3175	1944
SLC25A6_-_1511005.23-P1	SLC25A6	6100	4	3
SLC29A1_+_44191710.23-P1	SLC29A1	3929	5538	8
SLC29A1_+_44191715.23-P1	SLC29A1	550	4701	3215
SLC29A1_-_44187378.23-P2	SLC29A1	1962	3334	1023
SLC29A1_-_44187438.23-P2	SLC29A1	467	1373	0
SLC29A1_-_44187764.23-P2	SLC29A1	1006	5291	1854
SLC29A1_-_44187768.23-P2	SLC29A1	1709	4	0
SLC29A1_-_44191323.23-P1	SLC29A1	975	3910	1896
SLC29A1_-_44191358.23-P1	SLC29A1	2797	8196	521
SLC29A1_-_44191745.23-P1	SLC29A1	2852	8362	2135
SLC2A2_+_170744475.23-P1P2	SLC2A2	501	2	1
SLC2A2_+_170744525.23-P1P2	SLC2A2	675	6047	3
SLC2A2_+_170744529.23-P1P2	SLC2A2	2899	418	3653
SLC32A1_+_37352873.23-P1P2	SLC32A1	1171	0	1
SLC32A1_+_37352942.23-P1P2	SLC32A1	1249	1	1
SLC32A1_-_37353487.23-P1P2	SLC32A1	4182	3	2
SLC32A1_-_37353566.23-P1P2	SLC32A1	809	0	0
SLC36A1_-_150827197.23-P1	SLC36A1	1370	1	1
SLC36A1_-_150827233.23-P1	SLC36A1	1328	6020	2102
SLC36A1_-_150838431.23-P2	SLC36A1	1508	3	2007
SLC36A1_-_150838671.23-P2	SLC36A1	3631	4	0
SLC38A3_-_50242741.23-P1P2	SLC38A3	3875	3	1
SLC38A3_-_50242750.23-P1P2	SLC38A3	4384	1642	4
SLC38A3_-_50243132.23-P1P2	SLC38A3	4029	5	2790
SLC38A3_-_50243156.23-P1P2	SLC38A3	1381	2327	3171
SLC3A1_-_44502646.23-P1P2	SLC3A1	834	3	2124
SLC3A1_-_44502667.23-P1P2	SLC3A1	3040	2812	2526
SLC3A1_-_44502855.23-P1P2	SLC3A1	2398	3915	2350
SLC5A6_+_27434733.23-P1P2	SLC5A6	4747	5310	9
SLC5A6_+_27434770.23-P1P2	SLC5A6	1841	2	1
SLC5A6_-_27434615.23-P1P2	SLC5A6	1593	0	0
SLC6A14_-_115567847.23-P1P2	SLC6A14	1319	2	3
SLC6A14_-_115567852.23-P1P2	SLC6A14	854	1408	3
SLC6A14_-_115567880.23-P1P2	SLC6A14	1422	1501	1
SLC6A1_+_11034491.23-P1P2	SLC6A1	2615	4	0
SLC6A1_-_11034625.23-P1P2	SLC6A1	1319	2	3574
SLC6A1_-_11034841.23-P1P2	SLC6A1	1598	0	0
SLC6A2_+_55690003.23-P1P2	SLC6A2	1147	0	1
SLC6A2_+_55690547.23-P1P2	SLC6A2	2869	2884	1770
SLC6A2_-_55689983.23-P1P2	SLC6A2	2192	2140	1
SLC6A2_-_55690060.23-P1P2	SLC6A2	2987	3	1684
SLC6A3_+_1445502.23-P1P2	SLC6A3	306	0	0
SLC6A3_-_1445118.23-P1P2	SLC6A3	1023	5013	1
SLC6A3_-_1445300.23-P1P2	SLC6A3	6930	4917	5904
SLC6A4_+_28562493.23-P1P2	SLC6A4	2347	2426	3865
SLC6A4_+_28562686.23-P1P2	SLC6A4	2399	4	4459
SLC6A4_-_28562610.23-P1P2	SLC6A4	2156	1	2
SLC6A4_-_28562704.23-P1P2	SLC6A4	2530	4845	1942
SLC6A5_+_20621190.23-P1P2	SLC6A5	914	4445	4
SLC6A5_+_20621493.23-P1P2	SLC6A5	3629	2089	2
SLC6A5_-_20621527.23-P1P2	SLC6A5	3973	3	1057
SLC6A7_+_149570018.23-P1P2	SLC6A7	2405	3	1128
SLC6A7_-_149569705.23-P1P2	SLC6A7	2275	2	4
SLC6A7_-_149570072.23-P1P2	SLC6A7	1823	1	2
SLC6A8_+_152953523.23-P1P2	SLC6A8	2650	2239	5
SLC6A8_+_152953978.23-P1P2	SLC6A8	2216	3	0
SLC6A8_-_152953407.23-P1P2	SLC6A8	3348	5487	4115
SLC6A9_+_44496903.23-P1P2	SLC6A9	1673	6	1
SLC6A9_+_44496971.23-P1P2	SLC6A9	1384	2	1653
SLC6A9_+_44496990.23-P1P2	SLC6A9	1267	7813	5
SLC6A9_+_44497105.23-P1P2	SLC6A9	1216	3	1793
SLC6A9_-_44497020.23-P1P2	SLC6A9	789	0	3415
SLC7A11_+_139163002.23-P1P2	SLC7A11	651	4601	1
SLC7A11_+_139163382.23-P1P2	SLC7A11	600	1	1772
SLC7A11_+_139163446.23-P1P2	SLC7A11	2765	0	1812
SLC7A11_+_139163449.23-P1P2	SLC7A11	1787	0	1
SLC7A11_+_139163486.23-P1P2	SLC7A11	2543	1	1778
SLC7A1_-_30169354.23-P1P2	SLC7A1	1698	4730	3635
SLC7A1_-_30169565.23-P1P2	SLC7A1	1604	1482	1749
SLC7A1_-_30169779.23-P1P2	SLC7A1	3654	1738	4929
SLC7A2_+_17355040.23-P1P2	SLC7A2	2820	4	1
SLC7A2_-_17354864.23-P1P2	SLC7A2	1602	5226	2
SLC7A3_+_70150910.23-P1P2	SLC7A3	1381	1	1395
SLC7A3_-_70150870.23-P1P2	SLC7A3	2901	1	2
SLC7A3_-_70150900.23-P1P2	SLC7A3	1068	5998	1817
SLC7A4_+_21386392.23-P1P2	SLC7A4	1638	3	1951
SLC7A4_+_21386834.23-P1P2	SLC7A4	3298	3	2
SLC7A8_+_23652805.23-P1P2	SLC7A8	1446	1	0
SLC7A8_+_23652834.23-P1P2	SLC7A8	3661	1	2
SLC7A9_+_33360594.23-P1P2	SLC7A9	2903	3	0
SLC7A9_+_33360628.23-P1P2	SLC7A9	1145	5	3304
SLC7A9_+_33360637.23-P1P2	SLC7A9	685	4854	1270
SLC7A9_+_33360646.23-P1P2	SLC7A9	3080	4	2020
SLC8A1_+_40739483.23-P2	SLC8A1	231	6	3936
SLC8A1_+_40739487.23-P2	SLC8A1	1080	0	1
SLC8A1_-_40739158.23-P2	SLC8A1	1324	5357	2
SLC8A1_-_40739521.23-P2	SLC8A1	5233	7	3895
SLC9A1_+_27481273.23-P1P2	SLC9A1	1025	1	1
SLC9A1_-_27481140.23-P1P2	SLC9A1	2225	2	1
SLC9A1_-_27481359.23-P1P2	SLC9A1	4017	5696	2052
SLC9A1_-_27481416.23-P1P2	SLC9A1	1853	11456	5135
SLCO2B1_-_74862138.23-P1P2	SLCO2B1	4018	7	5472
SLCO2B1_-_74862532.23-P1P2	SLCO2B1	1828	5	1582
SLCO2B1_-_74862537.23-P1P2	SLCO2B1	1202	5019	1988
SLCO2B1_-_74862558.23-P1P2	SLCO2B1	1745	2	0
SLK_+_105726970.23-P1P2	SLK	3309	1	6966
SLK_-_105726938.23-P1P2	SLK	2838	5485	2088
SLK_-_105726985.23-P1P2	SLK	3073	2	3
SLK_-_105727036.23-P1P2	SLK	1279	0	0
SMG1_+_18937054.23-P1P2	SMG1	2682	6519	4
SMG1_+_18937155.23-P1P2	SMG1	676	5	3283
SMG1_+_18937294.23-P1P2	SMG1	766	0	7
SMG1_-_18937299.23-P1P2	SMG1	4824	6	5553
SMG1_-_18937307.23-P1P2	SMG1	1021	5	3782
SMOX_+_4129500.23-P1P2	SMOX	1748	4477	101
SMOX_+_4129946.23-P1P2	SMOX	3586	6	4130
SMOX_-_4129508.23-P1P2	SMOX	3012	7	3374
SMOX_-_4129514.23-P1P2	SMOX	1474	11774	3166
SMOX_-_4129517.23-P1P2	SMOX	1337	2846	2794
SMPD1_+_6411694.23-P1P2	SMPD1	624	2374	0
SMPD1_+_6411907.23-P1P2	SMPD1	1501	1	2
SMPD1_+_6412123.23-P1P2	SMPD1	901	1	1885
SMPD1_-_6411725.23-P1P2	SMPD1	2031	1	1461
SMPD4_+_130939645.23-P1P2	SMPD4	996	6077	3421
SMPD4_-_130938950.23-P1P2	SMPD4	1838	4	1880
SMPD4_-_130939619.23-P1P2	SMPD4	2121	4591	1
SMS_+_21958791.23-P1P2	SMS	2715	5304	2585
SMS_+_21958820.23-P1P2	SMS	3435	3	1692
SMS_+_21958838.23-P1P2	SMS	2972	3	6
SNAP23_-_42787861.23-P1P2	SNAP23	813	0	2
SNAP23_-_42788282.23-P1P2	SNAP23	878	0	1797
SNAP25_+_10199968.23-P1P2	SNAP25	1213	0	0
SNAP25_-_10199709.23-P1P2	SNAP25	2220	4	2
SNRK_+_43328108.23-P1P2	SNRK	1465	2	1
SNRK_+_43328134.23-P1P2	SNRK	3195	972	6854
SNRK_+_43328462.23-P1P2	SNRK	1398	3910	1536
SNRK_-_43328125.23-P1P2	SNRK	1482	2605	2713
SNRPA_+_41257136.23-P1P2	SNRPA	2306	3	7464
SNX3_+_108582163.23-P1P2	SNX3	1312	5	2234
SNX3_+_108582191.23-P1P2	SNX3	1276	3	1574
SNX3_+_108582201.23-P1P2	SNX3	1185	5517	1454
SNX3_-_108581815.23-P1P2	SNX3	3660	4	2353
SNX3_-_108582218.23-P1P2	SNX3	3712	3876	3
SOAT1_+_179262959.23-P1P2	SOAT1	2424	3	1520
SOAT1_-_179262901.23-P1P2	SOAT1	1398	2	1
SOAT1_-_179262965.23-P1P2	SOAT1	1391	7542	2778
SOAT1_-_179263274.23-P1P2	SOAT1	6305	2845	5513
SOAT2_+_53497344.23-P1P2	SOAT2	4963	3	1606
SOAT2_-_53497332.23-P1P2	SOAT2	1295	4703	1
SOAT2_-_53497766.23-P1P2	SOAT2	1341	2	2169
SORCS3_+_106401150.23-P1P2	SORCS3	1610	1	0
SORCS3_-_106401091.23-P1P2	SORCS3	2659	3	2
SORCS3_-_106401415.23-P1P2	SORCS3	1813	2837	0
SORCS3_-_106401464.23-P1P2	SORCS3	4379	5962	1357
SORD_+_45315351.23-P1P2	SORD	5240	4716	7
SORD_+_45315403.23-P1P2	SORD	4895	4617	3065
SORD_+_45315749.23-P1P2	SORD	974	2645	7
SPEG_+_220307127.23-P1	SPEG	1436	0	437
SPEG_+_220307179.23-P1	SPEG	2140	1	1860
SPEG_+_220325432.23-P2	SPEG	3811	5139	3283
SPEG_+_220325454.23-P2	SPEG	612	4832	1
SPEG_-_220325908.23-P2	SPEG	1804	5862	4
SPHK1_+_74380758.23-P1P2	SPHK1	1697	1	1935
