Gene	sgRNA	eff
PTPN20B	PTPN20B_+_48827877.23-ENST00000331650.4,ENST00000395668.1	1
PTPN20B	PTPN20B_-_48806831.23-ENST00000374233.3	1
PTPN20B	PTPN20B_-_48806852.23-ENST00000374233.3	1
PTPN20B	PTPN20B_-_48827138.23-ENST00000509631.1,ENST00000514491.1	1
PTPN20B	PTPN20B_-_48827547.23-ENST00000331650.4,ENST00000395668.1	1
PTPN20B	PTPN20B_-_48827547.23-ENST00000509631.1,ENST00000514491.1	1
PTPN21	PTPN21_+_89020854.23-P1P2	1
PTPN21	PTPN21_-_89020899.23-P1P2	1
PTPN21	PTPN21_-_89021266.23-P1P2	1
PTPN21	PTPN21_-_89021300.23-P1P2	1
PTPN22	PTPN22_-_114414151.23-P1P2	1
PTPN22	PTPN22_-_114414284.23-P1P2	1
PTPN23	PTPN23_+_47422702.23-P1P2	1
PTPN23	PTPN23_+_47422904.23-P1P2	1
PTPN23	PTPN23_+_47422915.23-P1P2	1
PTPN23	PTPN23_+_47422954.23-P1P2	1
PTPN2	PTPN2_+_12884205.23-P1P2	1
PTPN2	PTPN2_+_12884256.23-P1P2	1
PTPN2	PTPN2_-_12883808.23-P1P2	1
PTPN3	PTPN3_+_112260578.23-P1P2	1
PTPN3	PTPN3_-_112260154.23-P1P2	1
PTPN3	PTPN3_-_112260513.23-P1P2	1
PTPN3	PTPN3_-_112260548.23-P1P2	1
PTPN4	PTPN4_+_120517508.23-P1P2	1
PTPN4	PTPN4_+_120517893.23-P1P2	1
PTPN4	PTPN4_-_120517874.23-P1P2	1
PTPN4	PTPN4_-_120517960.23-P1P2	1
PTPN5	PTPN5_+_18812703.23-P1P2	1
PTPN5	PTPN5_+_18813175.23-P1P2	1
PTPN5	PTPN5_-_18813046.23-P1P2	1
PTPN6	PTPN6_+_7060612.23-P1P2	1
PTPN6	PTPN6_+_7060616.23-P1P2	1
PTPN6	PTPN6_+_7060928.23-P1P2	1
PTPN6	PTPN6_+_7061043.23-P1P2	1
PTPN6	PTPN6_-_7060554.23-P1P2	1
PTPN7	PTPN7_+_202129509.23-P1P2	1
PTPN7	PTPN7_+_202129592.23-P1P2	1
PTPN7	PTPN7_-_202129293.23-P1P2	1
PTPN7	PTPN7_-_202129311.23-P1P2	1
PTPN9	PTPN9_+_75871311.23-P1P2	1
PTPN9	PTPN9_-_75871641.23-P1P2	1
PTPRA	PTPRA_+_2854206.23-P1P2	1
PTPRA	PTPRA_+_2854209.23-P1P2	1
PTPRA	PTPRA_+_2854528.23-P1P2	1
PTPRA	PTPRA_-_2854679.23-P1P2	1
PTPRB	PTPRB_+_71031111.23-P1P2	1
PTPRB	PTPRB_+_71031153.23-P1P2	1
PTPRC	PTPRC_+_198608179.23-P1P2	1
PTPRD	PTPRD_+_8733732.23-ENST00000356435.5,ENST00000540109.1	1
PTPRD	PTPRD_+_8733896.23-ENST00000356435.5,ENST00000540109.1	1
PTPRD	PTPRD_-_8733960.23-ENST00000356435.5,ENST00000540109.1	1
PTPRE	PTPRE_+_129705239.23-ENST00000254667.3	1
PTPRE	PTPRE_+_129705603.23-ENST00000254667.3	1
PTPRE	PTPRE_+_129785535.23-ENST00000419012.2	1
PTPRE	PTPRE_-_129705436.23-ENST00000254667.3	1
PTPRE	PTPRE_-_129705746.23-ENST00000254667.3	1
PTPRE	PTPRE_-_129705947.23-ENST00000254667.3	1
PTPRE	PTPRE_-_129786028.23-ENST00000419012.2	1
PTPRF	PTPRF_+_43997040.23-P1P2	1
PTPRF	PTPRF_-_43996761.23-P1P2	1
PTPRF	PTPRF_-_43996980.23-P1P2	1
PTPRG	PTPRG_+_61547253.23-P1P2	1
PTPRG	PTPRG_+_61547682.23-P1P2	1
PTPRG	PTPRG_+_61547717.23-P1P2	1
PTPRG	PTPRG_+_61547724.23-P1P2	1
PTPRH	PTPRH_+_55720837.23-P1P2	1
PTPRH	PTPRH_-_55720820.23-P1P2	1
PTPRJ	PTPRJ_+_48002160.23-P1P2	1
PTPRJ	PTPRJ_+_48002288.23-P1P2	1
PTPRJ	PTPRJ_-_48002135.23-P1P2	1
PTPRJ	PTPRJ_-_48002766.23-P1P2	1
PTPRK	PTPRK_+_128812664.23-P2	1
PTPRK	PTPRK_+_128812887.23-P2	1
PTPRK	PTPRK_+_128812975.23-P2	1
PTPRK	PTPRK_+_128841326.23-P1	1
PTPRK	PTPRK_+_128841714.23-P1	1
PTPRK	PTPRK_-_128812763.23-P2	1
PTPRK	PTPRK_-_128812941.23-P2	1
PTPRK	PTPRK_-_128841729.23-P1	1
PTPRM	PTPRM_+_7567311.23-P1P2	1
PTPRM	PTPRM_+_7567639.23-P1P2	1
PTPRM	PTPRM_-_7567324.23-P1P2	1
PTPRN2	PTPRN2_+_158380111.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	1
PTPRN2	PTPRN2_+_158380139.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	1
PTPRN2	PTPRN2_-_158380151.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	1
PTPRN2	PTPRN2_-_158380293.23-ENST00000389416.4,ENST00000389418.4,ENST00000409483.1	1
PTPRN	PTPRN_+_220173668.23-P1P2	1
PTPRN	PTPRN_+_220173717.23-P1P2	1
PTPRN	PTPRN_+_220173737.23-P1P2	1
PTPRO	PTPRO_+_15475859.23-P1P2	1
PTPRO	PTPRO_-_15475488.23-P1P2	1
PTPRO	PTPRO_-_15475504.23-P1P2	1
PTPRR	PTPRR_-_71314411.23-P1P2	1
PTPRR	PTPRR_-_71314464.23-P1P2	1
PTPRS	PTPRS_+_5340389.23-P1P2	1
PTPRS	PTPRS_+_5340586.23-P1P2	1
PTPRS	PTPRS_+_5340598.23-P1P2	1
PTPRZ1	PTPRZ1_+_121513259.23-P1P2	1
PTPRZ1	PTPRZ1_+_121513591.23-P1P2	1
PTPRZ1	PTPRZ1_-_121513222.23-P1P2	1
PTPRZ1	PTPRZ1_-_121513629.23-P1P2	1
PTPRZ1	PTPRZ1_-_121513634.23-P1P2	1
PTS	PTS_+_112097213.23-P1P2	1
PTS	PTS_-_112097185.23-P1P2	1
PURA	PURA_+_139487386.23-P1	1
PURA	PURA_+_139487400.23-P1	1
PURA	PURA_+_139494085.23-P2	1
PURA	PURA_-_139487453.23-P1	1
PURA	PURA_-_139487457.23-P1	1
PURA	PURA_-_139493769.23-P2	1
PURA	PURA_-_139493785.23-P2	1
PVALB	PVALB_+_37212683.23-P1P2	1
PVALB	PVALB_+_37212687.23-P1P2	1
PVALB	PVALB_-_37212674.23-P1P2	1
PVR	PVR_+_45147202.23-P1P2	1
PVR	PVR_+_45147646.23-P1P2	1
PXK	PXK_+_58318664.23-P1P2	1
PXK	PXK_+_58318673.23-P1P2	1
PXK	PXK_-_58318644.23-P1P2	1
PYCR1	PYCR1_+_79895081.23-P1P2	1
PYCR1	PYCR1_+_79895132.23-P1P2	1
PYCR1	PYCR1_-_79894753.23-P1P2	1
PYCR1	PYCR1_-_79894942.23-P1P2	1
PYCR2	PYCR2_+_226111957.23-P1P2	1
PYCR2	PYCR2_-_226111420.23-P1P2	1
PYCR2	PYCR2_-_226111879.23-P1P2	1
PYCR2	PYCR2_-_226111910.23-P1P2	1
PYCR2	PYCR2_-_226111925.23-P1P2	1
PYCRL	PYCRL_+_144691674.23-P1P2	1
PYCRL	PYCRL_+_144691714.23-P1P2	1
PYCRL	PYCRL_+_144691734.23-P1P2	1
PYCRL	PYCRL_-_144691702.23-P1P2	1
PYGL	PYGL_+_51410734.23-P1P2	1
PYGL	PYGL_-_51411111.23-P1P2	1
PYGM	PYGM_-_64527403.23-P1P2	1
PYGM	PYGM_-_64527418.23-P1P2	1
QDPR	QDPR_+_17513214.23-P1P2	1
QPCT	QPCT_-_37571905.23-P1P2	1
QPRT	QPRT_+_29690469.23-P1	1
QPRT	QPRT_+_29690950.23-P1	1
QPRT	QPRT_+_29706450.23-P2	1
QPRT	QPRT_-_29690521.23-P1	1
QPRT	QPRT_-_29690538.23-P1	1
QPRT	QPRT_-_29706085.23-P2	1
QPRT	QPRT_-_29706468.23-P2	1
RAB5A	RAB5A_-_19988651.23-P1P2	1
RAB5A	RAB5A_-_19988839.23-P1P2	1
RAB5A	RAB5A_-_19989006.23-P1P2	1
RAB7A	RAB7A_+_128445491.23-P1P2	1
RAB7A	RAB7A_-_128445050.23-P1P2	1
RAB7A	RAB7A_-_128445053.23-P1P2	1
RAB7A	RAB7A_-_128445444.23-P1P2	1
RAB8B	RAB8B_+_63481787.23-P1P2	1
RAB8B	RAB8B_+_63481798.23-P1P2	1
RAB8B	RAB8B_-_63481813.23-P1P2	1
RAB8B	RAB8B_-_63481991.23-P1P2	1
RAB8B	RAB8B_-_63482247.23-P1P2	1
RAB9A	RAB9A_+_13707244.23-P1P2	1
RAB9A	RAB9A_+_13707254.23-P1P2	1
RAB9A	RAB9A_+_13707356.23-P1P2	1
RAB9A	RAB9A_+_13707571.23-P1P2	1
RAB9A	RAB9A_-_13707307.23-P1P2	1
RABGGTA	RABGGTA_+_24740407.23-P1P2	1
RABGGTA	RABGGTA_-_24740361.23-P1P2	1
RAF1	RAF1_-_12705166.23-P1P2	1
RAF1	RAF1_-_12705175.23-P1P2	1
RALA	RALA_+_39663547.23-P1P2	1
RALA	RALA_+_39663630.23-P1P2	1
RALA	RALA_-_39663173.23-P1P2	1
RALA	RALA_-_39663198.23-P1P2	1
RALA	RALA_-_39663201.23-P1P2	1
RAMP1	RAMP1_+_238768719.23-P1P2	1
RAMP1	RAMP1_-_238768347.23-P1P2	1
RAMP1	RAMP1_-_238768547.23-P1P2	1
RAMP1	RAMP1_-_238768667.23-P1P2	1
RAMP2	RAMP2_+_40913311.23-P1P2	1
RAMP2	RAMP2_-_40913338.23-P1P2	1
RAMP2	RAMP2_-_40913676.23-P1P2	1
RAMP2	RAMP2_-_40913723.23-P1P2	1
RAMP3	RAMP3_-_45197416.23-P1P2	1
RAMP3	RAMP3_-_45197447.23-P1P2	1
RAMP3	RAMP3_-_45197918.23-P1P2	1
RARG	RARG_+_53614095.23-P1	1
RARG	RARG_+_53614104.23-P1	1
RARG	RARG_-_53613910.23-P1	1
RARG	RARG_-_53614032.23-P1	1
RARRES1	RARRES1_+_158449752.23-P1P2	1
RARRES1	RARRES1_+_158449857.23-P1P2	1
RARRES1	RARRES1_-_158450220.23-P1P2	1
RARRES1	RARRES1_-_158450242.23-P1P2	1
RBKS	RBKS_+_28113185.23-P1P2	1
RBKS	RBKS_+_28113235.23-P1P2	1
RBKS	RBKS_-_28113696.23-P1P2	1
RBKS	RBKS_-_28113758.23-P1P2	1
RBP1	RBP1_+_139258444.23-P1P2	1
RBP1	RBP1_-_139258247.23-P1P2	1
RBP3	RBP3_+_48390485.23-P1P2	1
RBP3	RBP3_+_48390915.23-P1P2	1
RBP3	RBP3_+_48390958.23-P1P2	1
RBP3	RBP3_-_48390580.23-P1P2	1
RCVRN	RCVRN_+_9808115.23-P1P2	1
RCVRN	RCVRN_+_9808163.23-P1P2	1
RCVRN	RCVRN_-_9808584.23-P1P2	1
RDH12	RDH12_+_68189400.23-P1P2	1
RDH12	RDH12_+_68189715.23-P1P2	1
RDH13	RDH13_+_55580854.23-P2	1
RDH13	RDH13_-_55574432.23-P1	1
RDH13	RDH13_-_55574436.23-P1	1
RDH13	RDH13_-_55574502.23-P1	1
RDH13	RDH13_-_55580388.23-P2	1
RDH14	RDH14_+_18741677.23-P1P2	1
RDH14	RDH14_+_18741900.23-P1P2	1
RDH14	RDH14_-_18741934.23-P1P2	1
RDH5	RDH5_-_56114214.23-P1P2	1
RDH5	RDH5_-_56114444.23-P1P2	1
RDH8	RDH8_-_10124166.23-P1P2	1
RDH8	RDH8_-_10124176.23-P1P2	1
RDX	RDX_+_110167318.23-P1P2	1
RDX	RDX_+_110167330.23-P1P2	1
RDX	RDX_-_110166897.23-P1P2	1
REG1A	REG1A_-_79347640.23-P1P2	1
RENBP	RENBP_+_153210027.23-P1P2	1
RENBP	RENBP_+_153210051.23-P1P2	1
RENBP	RENBP_-_153209720.23-P1P2	1
REN	REN_-_204135438.23-P1P2	1
RETSAT	RETSAT_+_85581363.23-P1P2	1
RETSAT	RETSAT_+_85581624.23-P1P2	1
RETSAT	RETSAT_+_85581678.23-P1P2	1
RETSAT	RETSAT_-_85581272.23-P1P2	1
RET	RET_+_43572556.23-P1	1
RET	RET_+_43572575.23-P1	1
RET	RET_+_43600290.23-P2	1
RET	RET_+_43600686.23-P2	1
RET	RET_-_43572536.23-P1	1
RET	RET_-_43600274.23-P2	1
RFK	RFK_+_79008960.23-P1P2	1
RFK	RFK_+_79009270.23-P1P2	1
RFK	RFK_+_79009281.23-P1P2	1
RFK	RFK_-_79009318.23-P1P2	1
RIOK3	RIOK3_+_21033325.23-P1P2	1
RIOK3	RIOK3_+_21033328.23-P1P2	1
RIPK1	RIPK1_+_3064184.23-P2	1
RIPK1	RIPK1_+_3068801.23-P1	1
RIPK1	RIPK1_-_3064211.23-P2	1
RIPK1	RIPK1_-_3064286.23-P2	1
RIPK1	RIPK1_-_3068799.23-P1	1
RIPK1	RIPK1_-_3069149.23-P1	1
RIPK1	RIPK1_-_3069240.23-P1	1
RIPK2	RIPK2_+_90770141.23-P1P2	1
RIPK2	RIPK2_+_90770318.23-P1P2	1
RIPK2	RIPK2_+_90770447.23-P1P2	1
RIPK2	RIPK2_-_90770465.23-P1P2	1
RIPK3	RIPK3_+_24808765.23-P1P2	1
RIPK3	RIPK3_+_24808862.23-P1P2	1
RIPK3	RIPK3_-_24808791.23-P1P2	1
RIPK3	RIPK3_-_24809163.23-P1P2	1
RIPK4	RIPK4_+_43186762.23-P1P2	1
RIPK4	RIPK4_+_43187115.23-P1P2	1
RIPK4	RIPK4_+_43187173.23-P1P2	1
RIPK4	RIPK4_+_43187193.23-P1P2	1
RLBP1	RLBP1_+_89764782.23-P1P2	1
RLBP1	RLBP1_+_89764785.23-P1P2	1
RNASE2	RNASE2_-_21423687.23-P1P2	1
RNASE2	RNASE2_-_21423896.23-P1P2	1
RNASE3	RNASE3_+_21359960.23-P1P2	1
RNASE4	RNASE4_+_21152724.23-P1P2	1
RNASE4	RNASE4_+_21152942.23-P1P2	1
RNASE4	RNASE4_+_21153194.23-P1P2	1
RNASE4	RNASE4_-_21153201.23-P1P2	1
RNASEL	RNASEL_+_182558346.23-P1P2	1
RNASEL	RNASEL_+_182558365.23-P1P2	1
RNASEL	RNASEL_-_182558138.23-P1P2	1
ROCK1	ROCK1_-_18691378.23-P1P2	1
ROCK1	ROCK1_-_18691680.23-P1P2	1
ROCK1	ROCK1_-_18691698.23-P1P2	1
ROCK1	ROCK1_-_18691767.23-P1P2	1
ROCK2	ROCK2_+_11484269.23-P1P2	1
ROCK2	ROCK2_+_11484687.23-P1P2	1
ROCK2	ROCK2_+_11484752.23-P1P2	1
ROCK2	ROCK2_-_11484367.23-P1P2	1
ROR1	ROR1_-_64239678.23-P1P2	1
ROR1	ROR1_-_64239913.23-P1P2	1
ROR2	ROR2_+_94712030.23-P1P2	1
ROR2	ROR2_-_94712079.23-P1P2	1
RORA	RORA_-_61521289.23-ENST00000335670.6	1
RORA	RORA_-_61521637.23-ENST00000335670.6	1
RORA	RORA_-_61521672.23-ENST00000335670.6	1
ROS1	ROS1_+_117746571.23-P1P2	1
ROS1	ROS1_+_117746582.23-P1P2	1
ROS1	ROS1_-_117746762.23-P1P2	1
RPIA	RPIA_-_88991603.23-P1P2	1
RPS6KA1	RPS6KA1_+_26872412.23-P1	1
RPS6KA1	RPS6KA1_+_26872431.23-P1	1
RPS6KA1	RPS6KA1_-_26856271.23-P2	1
RPS6KA1	RPS6KA1_-_26856533.23-P2	1
RPS6KA1	RPS6KA1_-_26872423.23-P1	1
RPS6KA1	RPS6KA1_-_26872747.23-P1	1
RPS6KA1	RPS6KA1_-_26872758.23-P1	1
RPS6KA2	RPS6KA2_+_167040728.23-P1P2	1
RPS6KA2	RPS6KA2_-_167040333.23-P1P2	1
RPS6KA2	RPS6KA2_-_167040666.23-P1P2	1
RPS6KA3	RPS6KA3_+_20284908.23-P1P2	1
RPS6KA3	RPS6KA3_-_20284594.23-P1P2	1
RPS6KA3	RPS6KA3_-_20284919.23-P1P2	1
RPS6KA3	RPS6KA3_-_20285005.23-P1P2	1
RPS6KA4	RPS6KA4_+_64127052.23-P1P2	1
RPS6KA4	RPS6KA4_-_64126660.23-P1P2	1
RPS6KA4	RPS6KA4_-_64126713.23-P1P2	1
RPS6KA5	RPS6KA5_+_91526931.23-P1P2	1
RPS6KA5	RPS6KA5_+_91526956.23-P1P2	1
RPS6KA5	RPS6KA5_-_91526887.23-P1P2	1
RPS6KA6	RPS6KA6_+_83443137.23-P1P2	1
RPS6KA6	RPS6KA6_+_83443152.23-P1P2	1
RPS6KA6	RPS6KA6_-_83442779.23-P1P2	1
RPS6KA6	RPS6KA6_-_83443071.23-P1P2	1
RPS6KB1	RPS6KB1_+_57970582.23-P1P2	1
RPS6KB1	RPS6KB1_-_57970510.23-P1P2	1
RPS6KB1	RPS6KB1_-_57970559.23-P1P2	1
RPS6KB2	RPS6KB2_-_67195987.23-P1P2	1
RPS6KC1	RPS6KC1_+_213224613.23-P1P2	1
RPS6KC1	RPS6KC1_+_213224641.23-P1P2	1
RPS6KC1	RPS6KC1_+_213224657.23-P1P2	1
RPS6KC1	RPS6KC1_+_213224690.23-P1P2	1
RPS6KC1	RPS6KC1_+_213224698.23-P1P2	1
RPS6KL1	RPS6KL1_+_75389876.23-P1P2	1
RPS6KL1	RPS6KL1_+_75389921.23-P1P2	1
RPS6KL1	RPS6KL1_+_75389935.23-P1P2	1
RPS6KL1	RPS6KL1_-_75389910.23-P1P2	1
RTCA	RTCA_+_100731796.23-P1P2	1
RTCA	RTCA_-_100731838.23-P1P2	1
RTCA	RTCA_-_100732189.23-P1P2	1
RXRA	RXRA_+_137218484.23-P1P2	1
RXRA	RXRA_-_137218681.23-P1P2	1
RXRA	RXRA_-_137218786.23-P1P2	1
RXRB	RXRB_+_33168411.23-P1P2	1
RXRB	RXRB_-_33167833.23-P1P2	1
RXRG	RXRG_+_165414304.23-P1P2	1
RXRG	RXRG_-_165414269.23-P1P2	1
RYK	RYK_+_133969669.23-P1P2	1
RYR1	RYR1_+_38924336.23-P1P2	1
RYR1	RYR1_+_38924343.23-P1P2	1
S100A11	S100A11_+_152009025.23-P1P2	1
S100A11	S100A11_+_152009172.23-P1P2	1
S100A11	S100A11_+_152009236.23-P1P2	1
S100A11	S100A11_+_152009488.23-P1P2	1
S100A11	S100A11_-_152009089.23-P1P2	1
S100A12	S100A12_+_153347905.23-P1	1
S100A12	S100A12_+_153347983.23-P1	1
S100A12	S100A12_+_153348064.23-P1	1
S100A12	S100A12_-_153346536.23-P2	1
S100A12	S100A12_-_153346899.23-P2	1
S100A12	S100A12_-_153348041.23-P1	1
S100A13	S100A13_+_153599935.23-P1P2	1
S100A13	S100A13_-_153599961.23-P1P2	1
S100A13	S100A13_-_153599973.23-P1P2	1
S100A1	S100A1_+_153600923.23-P1	1
S100A1	S100A1_+_153600937.23-P1	1
S100A1	S100A1_+_153601219.23-P1	1
S100A1	S100A1_+_153603287.23-P2	1
S100A1	S100A1_-_153601102.23-P1	1
S100A1	S100A1_-_153603069.23-P2	1
S100A1	S100A1_-_153603152.23-P2	1
S100A2	S100A2_+_153537932.23-P1P2	1
S100A2	S100A2_+_153537957.23-P1P2	1
S100A4	S100A4_+_153517914.23-P1P2	1
S100A4	S100A4_-_153517520.23-P1P2	1
S100A4	S100A4_-_153517830.23-P1P2	1
S100A4	S100A4_-_153517933.23-P1P2	1
S100A4	S100A4_-_153518261.23-P1P2	1
S100A7	S100A7_+_153432620.23-P1P2	1
S100A7	S100A7_-_153432672.23-P1P2	1
S100A7	S100A7_-_153432782.23-P1P2	1
S100B	S100B_+_48024942.23-P1P2	1
S100B	S100B_+_48024946.23-P1P2	1
S100B	S100B_-_48024993.23-P1P2	1
S100B	S100B_-_48025006.23-P1P2	1
S100G	S100G_+_16668322.23-P1P2	1
S100G	S100G_+_16668356.23-P1P2	1
S100G	S100G_-_16668520.23-P1P2	1
S100P	S100P_-_6695907.23-P1P2	1
S100P	S100P_-_6695983.23-P1P2	1
SAA1	SAA1_+_18287752.23-P1P2	1
SAA1	SAA1_-_18287768.23-P1P2	1
SAA1	SAA1_-_18287808.23-P1P2	1
SAA1	SAA1_-_18288218.23-P1P2	1
SACM1L	SACM1L_-_45730878.23-P1P2	1
SAR1B	SAR1B_+_133968072.23-P1P2	1
SAR1B	SAR1B_+_133968297.23-P1P2	1
SAR1B	SAR1B_+_133968380.23-P1P2	1
SAR1B	SAR1B_+_133968439.23-P1P2	1
SBF1	SBF1_+_50912969.23-P1P2	1
SBF1	SBF1_+_50913006.23-P1P2	1
SBF1	SBF1_+_50913049.23-P1P2	1
SBF1	SBF1_+_50913077.23-P1P2	1
SBF1	SBF1_+_50913422.23-P1P2	1
SBF2	SBF2_+_10315554.23-P1P2	1
SBF2	SBF2_+_10315739.23-P1P2	1
SBF2	SBF2_-_10315286.23-P1P2	1
SBK1	SBK1_+_28303849.23-P1P2	1
SBK1	SBK1_+_28304073.23-P1P2	1
SBK1	SBK1_+_28304264.23-P1P2	1
SBK2	SBK2_+_56048245.23-P1P2	1
SBK2	SBK2_+_56048448.23-P1P2	1
SBK2	SBK2_-_56048060.23-P1P2	1
SCARB1	SCARB1_-_125348347.23-P1P2	1
SCARB1	SCARB1_-_125348377.23-P1P2	1
SCARB1	SCARB1_-_125348382.23-P1P2	1
SCARB1	SCARB1_-_125348396.23-P1P2	1
SCGB1A1	SCGB1A1_+_62186533.23-P1P2	1
SCGB1A1	SCGB1A1_+_62186589.23-P1P2	1
SCLY	SCLY_+_238969776.23-ENST00000254663.6,ENST00000555827.1	1
SCLY	SCLY_-_238969756.23-ENST00000254663.6,ENST00000555827.1	1
SCLY	SCLY_-_238969931.23-ENST00000254663.6,ENST00000555827.1	1
SCLY	SCLY_-_238969949.23-ENST00000254663.6,ENST00000555827.1	1
SCLY	SCLY_-_238969978.23-ENST00000254663.6,ENST00000555827.1	1
SCMH1	SCMH1_+_41626493.23-ENST00000326197.7	1
SCMH1	SCMH1_-_41626498.23-ENST00000326197.7	1
SCMH1	SCMH1_-_41626645.23-ENST00000402904.2	1
SCMH1	SCMH1_-_41627112.23-ENST00000402904.2	1
SCN10A	SCN10A_+_38835213.23-ENST00000449082.2	1
SCN10A	SCN10A_-_38835251.23-ENST00000449082.2	1
SCN1A	SCN1A_+_166929645.23-ENST00000303395.4,ENST00000423058.2	1
SCN1A	SCN1A_+_166930127.23-ENST00000303395.4,ENST00000423058.2	1
SCN1A	SCN1A_-_166929817.23-ENST00000303395.4,ENST00000423058.2	1
SCN1B	SCN1B_-_35521430.23-P1P2	1
SCN1B	SCN1B_-_35521732.23-P1P2	1
SCN2A	SCN2A_+_166095938.23-P1P2	1
SCN2A	SCN2A_-_166095976.23-P1P2	1
SCN2A	SCN2A_-_166095992.23-P1P2	1
SCN2A	SCN2A_-_166096383.23-P1P2	1
SCN2A	SCN2A_-_166096427.23-P1P2	1
SCN2B	SCN2B_+_118046952.23-P1P2	1
SCN2B	SCN2B_+_118047292.23-P1P2	1
SCN2B	SCN2B_-_118047107.23-P1P2	1
SCN3A	SCN3A_+_166060543.23-P1P2	1
SCN4A	SCN4A_-_62049839.23-P1P2	1
SCN4A	SCN4A_-_62050214.23-P1P2	1
SCN4B	SCN4B_+_118023016.23-P1P2	1
SCN4B	SCN4B_+_118023499.23-P1P2	1
SCN4B	SCN4B_-_118023129.23-P1P2	1
SCN4B	SCN4B_-_118023437.23-P1P2	1
SCN5A	SCN5A_+_38691168.23-P1P2	1
SCN5A	SCN5A_-_38690758.23-P1P2	1
SCN5A	SCN5A_-_38690762.23-P1P2	1
SCN9A	SCN9A_+_167232416.23-P1P2	1
SCN9A	SCN9A_+_167232419.23-P1P2	1
SCN9A	SCN9A_-_167232085.23-P1P2	1
SCNN1A	SCNN1A_+_6484256.23-P1P2	1
SCNN1A	SCNN1A_+_6484591.23-P1P2	1
SCNN1B	SCNN1B_+_23313619.23-P1P2	1
SCNN1B	SCNN1B_+_23313707.23-P1P2	1
SCNN1B	SCNN1B_+_23313895.23-P1P2	1
SCNN1D	SCNN1D_+_1217412.23-P2	1
SCNN1D	SCNN1D_+_1217814.23-P2	1
SCNN1D	SCNN1D_+_1217823.23-P2	1
SCNN1D	SCNN1D_+_1219839.23-P1	1
SCNN1D	SCNN1D_-_1219407.23-P1	1
SCNN1D	SCNN1D_-_1219430.23-P1	1
SCNN1G	SCNN1G_+_23194059.23-P1P2	1
SCNN1G	SCNN1G_+_23194100.23-P1P2	1
SCNN1G	SCNN1G_+_23194313.23-P1P2	1
SCNN1G	SCNN1G_+_23194468.23-P1P2	1
SCNN1G	SCNN1G_-_23194053.23-P1P2	1
SCPEP1	SCPEP1_+_55055504.23-P1P2	1
SCPEP1	SCPEP1_+_55055545.23-P1P2	1
SCPEP1	SCPEP1_+_55055973.23-P1P2	1
SCTR	SCTR_+_120281511.23-P1P2	1
SCTR	SCTR_+_120281514.23-P1P2	1
SCTR	SCTR_+_120281965.23-P1P2	1
SCTR	SCTR_-_120281927.23-P1P2	1
SCYL1	SCYL1_+_65292982.23-P1P2	1
SCYL1	SCYL1_-_65292911.23-P1P2	1
SCYL2	SCYL2_+_100661199.23-P1P2	1
SCYL2	SCYL2_-_100661215.23-P1P2	1
SCYL2	SCYL2_-_100661218.23-P1P2	1
SCYL3	SCYL3_+_169862650.23-P1P2	1
SCYL3	SCYL3_+_169863015.23-P1P2	1
SCYL3	SCYL3_+_169863030.23-P1P2	1
SDF2	SDF2_+_26988890.23-P1P2	1
SDF2	SDF2_+_26989101.23-P1P2	1
SDHA	SDHA_+_218895.23-P1P2	1
SDHA	SDHA_+_218905.23-P1P2	1
SDHA	SDHA_-_218477.23-P1P2	1
SDHA	SDHA_-_218663.23-P1P2	1
SDSL	SDSL_-_113860273.23-P1P2	1
SDSL	SDSL_-_113860565.23-P1P2	1
SDSL	SDSL_-_113860660.23-P1P2	1
SEC14L2	SEC14L2_+_30793323.23-P1P2	1
SEC14L2	SEC14L2_+_30793386.23-P1P2	1
SEC14L2	SEC14L2_-_30793282.23-P1P2	1
SEC14L2	SEC14L2_-_30793394.23-P1P2	1
SEC14L2	SEC14L2_-_30793453.23-P1P2	1
SEC14L3	SEC14L3_+_30867557.23-P1P2	1
SEC14L3	SEC14L3_+_30867852.23-P1P2	1
SEC14L3	SEC14L3_-_30867533.23-P1P2	1
SEC14L4	SEC14L4_+_30901645.23-P1P2	1
SEC14L4	SEC14L4_+_30901648.23-P1P2	1
SEC14L4	SEC14L4_+_30901656.23-P1P2	1
SEC14L4	SEC14L4_+_30901673.23-P1P2	1
SEC14L4	SEC14L4_-_30901625.23-P1P2	1
SELE	SELE_+_169702866.23-P1P2	1
SELE	SELE_-_169703154.23-P1P2	1
SELP	SELP_+_169599242.23-P1P2	1
SELP	SELP_+_169599378.23-P1P2	1
SERPINA1	SERPINA1_+_94856519.23-P2	1
SERPINA1	SERPINA1_+_94856939.23-P2	1
SERPINA1	SERPINA1_-_94854496.23-P1	1
SERPINA1	SERPINA1_-_94854886.23-P1	1
SERPINA1	SERPINA1_-_94854918.23-P1	1
SERPINA1	SERPINA1_-_94854936.23-P1	1
SERPINA1	SERPINA1_-_94856929.23-P2	1
SERPINA5	SERPINA5_+_95047854.23-P1	1
SERPINA5	SERPINA5_-_95027806.23-P2	1
SERPINA5	SERPINA5_-_95048169.23-P1	1
SERPINB2	SERPINB2_+_61554989.23-P1	1
SERPINB2	SERPINB2_+_61558764.23-P2	1
